資料集識別碼,資料集名稱,服務分類,檔案格式,資料下載網址,編碼格式,資料集類型,資料集描述,主要欄位說明,提供機關,更新頻率,授權方式,相關網址,計費方式,提供機關聯絡人姓名,提供機關聯絡人電話,上架日期,詮釋資料更新時間,備註
14260,勞、就保保險費繳款單補單方式,求職及就業,CSV;JSON;WEBSERVICES;XML,https://apiservice.mol.gov.tw/OdService/download/A17010000J-000067-vJe;https://apiservice.mol.gov.tw/OdService/download/A17010000J-000067-17d;https://apiservice.mol.gov.tw/OdService/rest/datastore/A17010000J-000067-RQ5;https://apiservice.mol.gov.tw/OdService/download/A17010000J-000067-esa,UTF-8;UTF-8;UTF-8;UTF-8,b01,勞、就保投保單位申請補發保險費繳款單之方式,編號;繳款單補單方式;說明,勞動部勞工保險局,每日,政府資料開放授權條款-第1版,,免費,"陳文君 小姐",02-23961266#2788,"2015/04/27 08:00","2018/07/27 15:08","勞動部OAS標準之API說明文件：https://apiservice.mol.gov.tw/OdService/doc/v2。 Swagger 產生API說明頁面網址：https://petstore.swagger.io/"
14261,各類別勞保欠費單位數分析表,求職及就業,CSV;JSON;WEBSERVICES;XML,https://apiservice.mol.gov.tw/OdService/download/A17010000J-000068-3wv;https://apiservice.mol.gov.tw/OdService/download/A17010000J-000068-UXB;https://apiservice.mol.gov.tw/OdService/rest/datastore/A17010000J-000068-sKa;https://apiservice.mol.gov.tw/OdService/download/A17010000J-000068-QqO,UTF-8;UTF-8;UTF-8;UTF-8,b01,提供投保單位勞工保險欠費統計資料,製表日期;類別;已退保單位數;已退保金額;已退保欠費人數;未退保單位數;未退保金額;未退保欠費人數;合計單位數;合計金額;合計欠費人數,勞動部勞工保險局,每月,政府資料開放授權條款-第1版,,免費,"顏惠華 小姐",02-23961266#2789,"2015/04/27 08:00","2018/09/11 15:25","勞動部OAS標準之API說明文件：https://apiservice.mol.gov.tw/OdService/doc/v2。 Swagger 產生API說明頁面網址：https://petstore.swagger.io/"
14262,各類別就保欠費單位數分析表,求職及就業,CSV;JSON;WEBSERVICES;XML,https://apiservice.mol.gov.tw/OdService/download/A17010000J-000069-KPv;https://apiservice.mol.gov.tw/OdService/download/A17010000J-000069-uqY;https://apiservice.mol.gov.tw/OdService/rest/datastore/A17010000J-000069-HUb;https://apiservice.mol.gov.tw/OdService/download/A17010000J-000069-4Su,UTF-8;UTF-8;UTF-8;UTF-8,b01,提供投保單位就業保險欠費統計資料,製表日期;類別;已退保單位數;已退保金額;已退保欠費人數;未退保單位數;未退保金額;未退保欠費人數;合計單位數;合計金額;合計欠費人數,勞動部勞工保險局,每月,政府資料開放授權條款-第1版,,免費,"顏惠華 小姐",02-23961266#2789,"2015/04/27 08:00","2018/09/11 15:26","勞動部OAS標準之API說明文件：https://apiservice.mol.gov.tw/OdService/doc/v2。 Swagger 產生API說明頁面網址：https://petstore.swagger.io/"
14263,勞工保險保險費欠費單位數量及欠費金額統計月報表,求職及就業,CSV;JSON;WEBSERVICES;XML,https://apiservice.mol.gov.tw/OdService/download/A17010000J-000070-8mz;https://apiservice.mol.gov.tw/OdService/download/A17010000J-000070-T4I;https://apiservice.mol.gov.tw/OdService/rest/datastore/A17010000J-000070-WF7;https://apiservice.mol.gov.tw/OdService/download/A17010000J-000070-ZoQ,UTF-8;UTF-8;UTF-8;UTF-8,b01,提供投保單位勞工保險欠費統計資料,製表日期;欠費金額級距不包括上限;本月份欠費單位數;本月份欠費總金額,勞動部勞工保險局,每月,政府資料開放授權條款-第1版,,免費,"顏惠華 小姐",02-23961266#2789,"2015/04/27 08:00","2018/09/11 15:26","勞動部OAS標準之API說明文件：https://apiservice.mol.gov.tw/OdService/doc/v2。 Swagger 產生API說明頁面網址：https://petstore.swagger.io/"
14264,就業保險保險費欠費單位數量及欠費金額統計月報表,求職及就業,CSV;JSON;WEBSERVICES;XML,https://apiservice.mol.gov.tw/OdService/download/A17010000J-000071-ZBK;https://apiservice.mol.gov.tw/OdService/download/A17010000J-000071-Quv;https://apiservice.mol.gov.tw/OdService/rest/datastore/A17010000J-000071-FvO;https://apiservice.mol.gov.tw/OdService/download/A17010000J-000071-02y,UTF-8;UTF-8;UTF-8;UTF-8,b01,提供投保單位就業保險欠費統計資料,製表日期;欠費金額級距不包括上限;本月份欠費單位數;本月份欠費總金額,勞動部勞工保險局,每月,政府資料開放授權條款-第1版,,免費,"顏惠華 小姐",02-23961266#2789,"2015/04/27 08:00","2018/09/11 15:26","勞動部OAS標準之API說明文件：https://apiservice.mol.gov.tw/OdService/doc/v2。 Swagger 產生API說明頁面網址：https://petstore.swagger.io/"
14265,投保單位移送行政執行案件統計表,求職及就業,CSV;JSON;WEBSERVICES;XML,https://apiservice.mol.gov.tw/OdService/download/A17010000J-000072-MqU;https://apiservice.mol.gov.tw/OdService/download/A17010000J-000072-m41;https://apiservice.mol.gov.tw/OdService/rest/datastore/A17010000J-000072-Zbj;https://apiservice.mol.gov.tw/OdService/download/A17010000J-000072-AmT,UTF-8;UTF-8;UTF-8;UTF-8,b01,提供投保單位欠費移送行政執行案件統計資料,項目;移送執行;繳清;部分繳清;執行憑證;保費註銷;退案;其他;尚未結案,勞動部勞工保險局,每月,政府資料開放授權條款-第1版,,免費,"顏惠華 小姐",02-23961266#2789,"2015/04/27 08:00","2018/09/11 15:27","勞動部OAS標準之API說明文件：https://apiservice.mol.gov.tw/OdService/doc/v2。 Swagger 產生API說明頁面網址：https://petstore.swagger.io/"
14266,工、漁會被保險人移送行政執行案件統計表,求職及就業,CSV;JSON;WEBSERVICES;XML,https://apiservice.mol.gov.tw/OdService/download/A17010000J-000073-7Ah;https://apiservice.mol.gov.tw/OdService/download/A17010000J-000073-AMh;https://apiservice.mol.gov.tw/OdService/rest/datastore/A17010000J-000073-0Uk;https://apiservice.mol.gov.tw/OdService/download/A17010000J-000073-sly,UTF-8;UTF-8;UTF-8;UTF-8,b01,最近一年度之工、漁會被保險人移送行政執行案件統計,項目;移送執行;繳清;部份繳清;執行憑證;保費註銷;退案;其它;尚未結案,勞動部勞工保險局,每年,政府資料開放授權條款-第1版,,免費,"林雯雯 小姐",02-23961266#1125,"2015/04/27 08:00","2018/07/27 15:08","勞動部OAS標準之API說明文件：https://apiservice.mol.gov.tw/OdService/doc/v2。 Swagger 產生API說明頁面網址：https://petstore.swagger.io/"
14267,受理職業工會個人欠費暨繳納申報統計表,求職及就業,CSV;JSON;WEBSERVICES;XML,https://apiservice.mol.gov.tw/OdService/download/A17010000J-000074-P3U;https://apiservice.mol.gov.tw/OdService/download/A17010000J-000074-iRW;https://apiservice.mol.gov.tw/OdService/rest/datastore/A17010000J-000074-OAT;https://apiservice.mol.gov.tw/OdService/download/A17010000J-000074-8sd,UTF-8;UTF-8;UTF-8;UTF-8,b01,最近一年度之職業工會個人欠費暨繳納統計,投保單位數;列報個人欠費之單位數;欠費人數;欠費金額;繳納人次;繳納保險費;繳納滯納金;累計欠費人數;累積欠繳保險費金額,勞動部勞工保險局,每年,政府資料開放授權條款-第1版,,免費,"林家平 先生",02-23961266#2415,"2015/04/27 08:00","2018/07/27 15:08","勞動部OAS標準之API說明文件：https://apiservice.mol.gov.tw/OdService/doc/v2。 Swagger 產生API說明頁面網址：https://petstore.swagger.io/"
14268,受理漁會個人欠費暨繳納申報統計表,求職及就業,CSV;JSON;WEBSERVICES;XML,https://apiservice.mol.gov.tw/OdService/download/A17010000J-000075-DCl;https://apiservice.mol.gov.tw/OdService/download/A17010000J-000075-EiG;https://apiservice.mol.gov.tw/OdService/rest/datastore/A17010000J-000075-Btx;https://apiservice.mol.gov.tw/OdService/download/A17010000J-000075-ADp,UTF-8;UTF-8;UTF-8;UTF-8,b01,最近一年度之漁會個人欠費暨繳納,投保單位數;列報個人欠費之單位數;欠費人數;欠費金額;繳納人次;繳納保險費;繳納滯納金;累計欠費人數;累積欠繳保險費金額,勞動部勞工保險局,每年,政府資料開放授權條款-第1版,,免費,"林家平 先生",02-23961266#2415,"2015/04/27 08:00","2018/07/27 15:08","勞動部OAS標準之API說明文件：https://apiservice.mol.gov.tw/OdService/doc/v2。 Swagger 產生API說明頁面網址：https://petstore.swagger.io/"
15220,勞保暨就保保費、滯納金及墊償基金應收己收統計表(類別序),求職及就業,CSV;JSON;WEBSERVICES;XML,https://apiservice.mol.gov.tw/OdService/download/A17010000J-000077-jmD;https://apiservice.mol.gov.tw/OdService/download/A17010000J-000077-yBc;https://apiservice.mol.gov.tw/OdService/rest/datastore/A17010000J-000077-D4c;https://apiservice.mol.gov.tw/OdService/download/A17010000J-000077-UKJ,UTF-8;UTF-8;UTF-8;UTF-8,b01,勞保暨就保保費、滯納金及墊償基金應收己收統計表(類別序)，統計每個類別之勞保保費、就保保費、滯納金及墊償基金之件數及金額；計算區間為上個月系統處理之資料,入帳年月;類別;勞保件數;勞保金額;勞保滯納金件數;勞保滯納金金額;墊償件數;墊償金額;就保件數;就保金額;就保滯納金件數;就保滯納金金額,勞動部勞工保險局,每月,政府資料開放授權條款-第1版,,免費,"江鏽欣 小姐",02-23961266#2817,"2015/05/12 08:00","2018/09/25 14:43","勞動部OAS標準之API說明文件：https://apiservice.mol.gov.tw/OdService/doc/v2。 Swagger 產生API說明頁面網址：https://petstore.swagger.io/"
17151,勞動部政府資料開放諮詢小組會議紀錄,公共資訊,CSV;JSON;WEBSERVICES;XML,https://apiservice.mol.gov.tw/OdService/download/A17000000J-020094-aWd;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020094-JDp;https://apiservice.mol.gov.tw/OdService/rest/datastore/A17000000J-020094-yoE;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020094-2cd,UTF-8;UTF-8;UTF-8;UTF-8,b01,勞動部政府資料開放諮詢小組會議紀錄相關資料,項目;開會日期;檔案格式;檔案來源,勞動部,每季,政府資料開放授權條款-第1版,,免費,"柯典嘉 先生",02-85902842,"2015/07/08 08:00","2018/07/27 14:47","勞動部OAS標準之API說明文件：https://apiservice.mol.gov.tw/OdService/doc/v2。 Swagger 產生API說明頁面網址：https://petstore.swagger.io/"
17231,國民年金被保險人申請分期繳納保險費件數統計表,求職及就業,CSV;JSON;WEBSERVICES;XML,https://apiservice.mol.gov.tw/OdService/download/A17010000J-000078-BNo;https://apiservice.mol.gov.tw/OdService/download/A17010000J-000078-ZSg;https://apiservice.mol.gov.tw/OdService/rest/datastore/A17010000J-000078-KWO;https://apiservice.mol.gov.tw/OdService/download/A17010000J-000078-crW,UTF-8;UTF-8;UTF-8;UTF-8,b01,國民年金被保險人申請分期繳納保險費之申請件數及符合分期繳納規定者件數之統計,資料年月;國民年金被保險人申請分期繳納保險費件數;符合分期繳納規定者件數,勞動部勞工保險局,每月,政府資料開放授權條款-第1版,,免費,"梁小姐 小姐",02-23961266#6310,"2015/07/15 08:00","2018/09/10 16:13","勞動部OAS標準之API說明文件：https://apiservice.mol.gov.tw/OdService/doc/v2。 Swagger 產生API說明頁面網址：https://petstore.swagger.io/"
17293,育嬰留職停薪就業關懷調查結果,生育保健,壓縮檔,https://apiservice.mol.gov.tw/OdService/download/A17000000J-020095-ehL,UTF-8,b01,育嬰留職停薪者對申請津貼程序、相關措施及政策之認知、需求及滿意情形,得知育嬰留職停薪資訊管道;申請育嬰津貼程序簡便情形;育嬰留職停薪期滿復職協助措施認知及需求情形;對育嬰政策滿意情形,勞動部,每年,政府資料開放授權條款-第1版,,免費,"詹芷嫻 小姐",02-85902904,"2015/07/16 08:00","2018/07/27 14:47","授權說明網址: http://data.gov.tw/license"
17340,受理農會個人欠費暨繳納申報統計,求職及就業,CSV;JSON;WEBSERVICES;XML;CSV;JSON;WEBSERVICES;XML,https://apiservice.mol.gov.tw/OdService/download/A17010000J-000081-Eee;https://apiservice.mol.gov.tw/OdService/download/A17010000J-000081-8eg;https://apiservice.mol.gov.tw/OdService/rest/datastore/A17010000J-000081-1t0;https://apiservice.mol.gov.tw/OdService/download/A17010000J-000081-ZZM;https://apiservice.mol.gov.tw/OdService/download/A17010000J-000081-Rae;https://apiservice.mol.gov.tw/OdService/download/A17010000J-000081-tpX;https://apiservice.mol.gov.tw/OdService/rest/datastore/A17010000J-000081-EQN;https://apiservice.mol.gov.tw/OdService/download/A17010000J-000081-M27,UTF-8;UTF-8;UTF-8;UTF-8;UTF-8;UTF-8;UTF-8;UTF-8,b01,提供農會最近一年度申報個人欠費暨繳納之人次及金額統計資料,年度別;投保單位數;申報個人欠費之單位數;申報欠費人次;申報欠費金額;繳納人次;繳納保險費;繳納滯納金;累計欠費人次;累計欠費金額,勞動部勞工保險局,每年,政府資料開放授權條款-第1版,,免費,"胡澤蓉 小姐",02-23961266#2351,"2015/07/20 08:00","2018/07/27 15:08","勞動部OAS標準之API說明文件：https://apiservice.mol.gov.tw/OdService/doc/v2。 Swagger 產生API說明頁面網址：https://petstore.swagger.io/"
17341,老年農民福利津貼核付人數表,老年安養,CSV;JSON;WEBSERVICES;XML,https://apiservice.mol.gov.tw/OdService/download/A17010000J-000082-Ua9;https://apiservice.mol.gov.tw/OdService/download/A17010000J-000082-CFk;https://apiservice.mol.gov.tw/OdService/rest/datastore/A17010000J-000082-F1r;https://apiservice.mol.gov.tw/OdService/download/A17010000J-000082-vzR,UTF-8;UTF-8;UTF-8;UTF-8,b01,依年齡組別、性別及地區別提供前一年度老年農民福利津貼核付人數統計資料,年度;地區別;性別;年齡級距;人數,勞動部勞工保險局,每年,政府資料開放授權條款-第1版,,免費,"萬于仙 小姐",02-23961266#2373,"2015/08/03 08:00","2018/07/27 15:09","勞動部OAS標準之API說明文件：https://apiservice.mol.gov.tw/OdService/doc/v2。 Swagger 產生API說明頁面網址：https://petstore.swagger.io/"
18573,勞動力發展數位服務平台教材相關資訊及會員觀看人次及時數累計,求職及就業,CSV;JSON;WEBSERVICES;XML,https://apiservice.mol.gov.tw/OdService/download/A17020000J-000005-pZb;https://apiservice.mol.gov.tw/OdService/download/A17020000J-000005-DBk;https://apiservice.mol.gov.tw/OdService/rest/datastore/A17020000J-000005-Z7Z;https://apiservice.mol.gov.tw/OdService/download/A17020000J-000005-7Uu,UTF-8;UTF-8;UTF-8;UTF-8,b01,提供數位服務平台提供教材及會員使用之狀況，可供民眾了解並吸引民眾加入會員,統計期間;數位教材種類名稱;數位教材統計數量;會員觀看累計統計數量;教材閱讀累計時數統計,勞動部勞動力發展署,每年,政府資料開放授權條款-第1版,http://portal.wda.gov.tw;http://portal.wda.gov.tw;http://portal.wda.gov.tw;http://portal.wda.gov.tw,免費,"林傑聖 先生",02-89956066,"2015/08/13 08:00","2018/07/27 15:10","勞動部OAS標準之API說明文件：https://apiservice.mol.gov.tw/OdService/doc/v2。 Swagger 產生API說明頁面網址：https://petstore.swagger.io/"
18574,微型創業鳳凰貸款每年度相關數據統計,開創事業,CSV;JSON;WEBSERVICES;XML,https://apiservice.mol.gov.tw/OdService/download/A17020000J-000006-9SK;https://apiservice.mol.gov.tw/OdService/download/A17020000J-000006-Le1;https://apiservice.mol.gov.tw/OdService/rest/datastore/A17020000J-000006-IGA;https://apiservice.mol.gov.tw/OdService/download/A17020000J-000006-RuG,UTF-8;UTF-8;UTF-8;UTF-8,b01,提供民眾了解每年申請微型鳳凰創業貸款情形,年度;貸款人數;貸款金額_千元;貸款利息補貼金額_千元,勞動部勞動力發展署,每年,政府資料開放授權條款-第1版,http://www.mol.gov.tw/statistics/;http://www.mol.gov.tw/statistics/;http://www.mol.gov.tw/statistics/;http://www.mol.gov.tw/statistics/,免費,"楊韻青 小姐",02-89956000#6061,"2015/08/11 08:00","2018/07/27 15:10","勞動部OAS標準之API說明文件：https://apiservice.mol.gov.tw/OdService/doc/v2。 Swagger 產生API說明頁面網址：https://petstore.swagger.io/"
18575,微型企業創業貸款每年度相關數據統計,開創事業,CSV;JSON;WEBSERVICES;XML,https://apiservice.mol.gov.tw/OdService/download/A17020000J-000007-gqi;https://apiservice.mol.gov.tw/OdService/download/A17020000J-000007-h3N;https://apiservice.mol.gov.tw/OdService/rest/datastore/A17020000J-000007-Tcq;https://apiservice.mol.gov.tw/OdService/download/A17020000J-000007-9Yx,UTF-8;UTF-8;UTF-8;UTF-8,b01,提供民眾了解申請微型企業創業貸款情形,年度;貸款人數;貸款金額_千元;貸款利息補貼金額_千元,勞動部勞動力發展署,每年,政府資料開放授權條款-第1版,http://www.mol.gov.tw/statistics/;http://www.mol.gov.tw/statistics/;http://www.mol.gov.tw/statistics/;http://www.mol.gov.tw/statistics/,免費,"楊韻青 小姐",02-89956000#6061,"2015/08/11 08:00","2018/07/27 15:11","勞動部OAS標準之API說明文件：https://apiservice.mol.gov.tw/OdService/doc/v2。 Swagger 產生API說明頁面網址：https://petstore.swagger.io/"
18901,勞動部勞動力發展署及所屬決算概況,公共資訊,XML;XML;XML;XML,https://apiservice.mol.gov.tw/OdService/download/A17020000J-000008-qs2;https://apiservice.mol.gov.tw/OdService/download/A17020000J-000008-uug;https://apiservice.mol.gov.tw/OdService/download/A17020000J-000008-lAD;https://apiservice.mol.gov.tw/OdService/download/A17020000J-000008-EfC,UTF-8;UTF-8;UTF-8;UTF-8,b01,勞動部勞動力發展署及所屬決算概況,勞動部勞動力發展署及所屬決算概況,勞動部勞動力發展署,每年,政府資料開放授權條款-第1版,,免費,"李小姐 小姐",02-89956235,"2015/08/11 08:00","2018/06/20 17:10","授權說明網址: http://data.gov.tw/license"
18931,裁決決定,求職及就業,CSV;JSON;WEBSERVICES;XML,https://apiservice.mol.gov.tw/OdService/download/A17000000J-020096-LC7;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020096-XEI;https://apiservice.mol.gov.tw/OdService/rest/datastore/A17000000J-020096-4lg;https://apiservice.mol.gov.tw/OdService/download/A17000000J-020096-Wq7,BIG5;UTF-8;UTF-8;UTF-8,b01,"一、裁決決定書。 二、裁決申請案件統計。",年度;裁決決定案件_構成不當勞動行為;裁決決定案件_駁回;裁決決定案件_不受理;和解案件;申請人撤回案件;審理中案件,勞動部,每月,政府資料開放授權條款-第1版,http://www.mol.gov.tw;http://www.mol.gov.tw;http://www.mol.gov.tw;http://www.mol.gov.tw,免費,"何家豪 先生",02-85902422,"2015/08/13 08:00","2018/08/27 14:29","勞動部OAS標準之API說明文件：https://apiservice.mol.gov.tw/OdService/doc/v2。 Swagger 產生API說明頁面網址：https://petstore.swagger.io/"
